Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Taiwan,Consumer Confidence,2015-05-31T00:00:00,91.64,Monthly,TaiiwanCondence,2015-06-01T17:20:00
Taiwan,Consumer Confidence,2015-06-30T00:00:00,90.58,Monthly,TaiiwanCondence,2015-06-29T18:30:00
Taiwan,Consumer Confidence,2015-07-31T00:00:00,89.58,Monthly,TaiiwanCondence,2015-07-27T17:39:00
Taiwan,Consumer Confidence,2015-08-31T00:00:00,86.15,Monthly,TaiiwanCondence,2015-08-28T19:36:00
Taiwan,Consumer Confidence,2015-09-30T00:00:00,85.32,Monthly,TaiiwanCondence,2015-10-01T17:39:00
Taiwan,Consumer Confidence,2015-10-31T00:00:00,84.6,Monthly,TaiiwanCondence,2015-10-30T17:16:00
Taiwan,Consumer Confidence,2015-11-30T00:00:00,84.2,Monthly,TaiiwanCondence,2015-12-04T16:18:00
Taiwan,Consumer Confidence,2015-12-31T00:00:00,81.61,Monthly,TaiiwanCondence,2015-12-30T16:48:00
Taiwan,Consumer Confidence,2016-01-31T00:00:00,80.89,Monthly,TaiiwanCondence,2016-01-29T16:25:00
Taiwan,Consumer Confidence,2016-02-29T00:00:00,82.09,Monthly,TaiiwanCondence,2016-03-06T14:23:00
Taiwan,Consumer Confidence,2016-03-31T00:00:00,81.34,Monthly,TaiiwanCondence,2016-04-05T17:05:00
Taiwan,Consumer Confidence,2016-04-30T00:00:00,80.37,Monthly,TaiiwanCondence,2016-04-30T10:25:00
Taiwan,Consumer Confidence,2016-05-31T00:00:00,79.82,Monthly,TaiiwanCondence,2016-05-28T21:24:00
Taiwan,Consumer Confidence,2016-06-30T00:00:00,78.36,Monthly,TaiiwanCondence,2016-07-14T15:07:00
Taiwan,Consumer Confidence,2016-07-31T00:00:00,80.18,Monthly,TaiiwanCondence,2016-07-30T10:32:00
Taiwan,Consumer Confidence,2016-08-31T00:00:00,79.56,Monthly,TaiiwanCondence,2016-09-03T10:26:00
Taiwan,Consumer Confidence,2016-09-30T00:00:00,78.66,Monthly,TaiiwanCondence,2016-09-29T17:15:00
Taiwan,Consumer Confidence,2016-10-31T00:00:00,78.95,Monthly,TaiiwanCondence,2016-10-27T03:56:00
Taiwan,Consumer Confidence,2016-11-30T00:00:00,77.71,Monthly,TaiiwanCondence,2016-11-28T01:26:00
Taiwan,Consumer Confidence,2016-12-31T00:00:00,77.22,Monthly,TaiiwanCondence,2016-12-27T02:04:00
Taiwan,Consumer Confidence,2017-01-31T00:00:00,74.35,Monthly,TaiiwanCondence,2017-02-02T02:04:00
Taiwan,Consumer Confidence,2017-02-28T00:00:00,77.63,Monthly,TaiiwanCondence,2017-03-01T02:06:00
Taiwan,Consumer Confidence,2017-03-31T00:00:00,78.12,Monthly,TaiiwanCondence,2017-03-27T05:40:00
Taiwan,Consumer Confidence,2017-04-30T00:00:00,78.2,Monthly,TaiiwanCondence,2017-04-27T02:31:00
Taiwan,Consumer Confidence,2017-05-31T00:00:00,78.11,Monthly,TaiiwanCondence,2018-05-28T17:07:00
Taiwan,Consumer Confidence,2017-06-30T00:00:00,77.76,Monthly,TaiiwanCondence,2017-06-27T02:28:00
Taiwan,Consumer Confidence,2017-07-31T00:00:00,78.19,Monthly,TaiiwanCondence,2017-07-27T04:18:00
Taiwan,Consumer Confidence,2017-08-31T00:00:00,79.95,Monthly,TaiiwanCondence,2017-10-27T09:57:00
Taiwan,Consumer Confidence,2017-09-30T00:00:00,82.2,Monthly,TaiiwanCondence,2017-10-27T09:57:00
Taiwan,Consumer Confidence,2017-10-31T00:00:00,83.34,Monthly,TaiiwanCondence,2017-11-27T02:33:00
Taiwan,Consumer Confidence,2017-11-30T00:00:00,86.16,Monthly,TaiiwanCondence,2017-12-27T01:17:00
Taiwan,Consumer Confidence,2017-12-31T00:00:00,86.05,Monthly,TaiiwanCondence,2017-12-27T01:17:00
Taiwan,Consumer Confidence,2018-01-31T00:00:00,87.69,Monthly,TaiiwanCondence,2018-02-01T02:52:00
Taiwan,Consumer Confidence,2018-02-28T00:00:00,87.38,Monthly,TaiiwanCondence,2018-02-28T00:50:00
Taiwan,Consumer Confidence,2018-03-31T00:00:00,87.86,Monthly,TaiiwanCondence,2018-03-27T02:12:00
