Entity,Code,Date,grocery_and_pharmacy
Botswana,BWA,2020-10-15,21.571
Botswana,BWA,2020-10-16,22.286
Botswana,BWA,2020-10-17,22.429
Botswana,BWA,2020-10-18,22.714
Botswana,BWA,2020-10-19,23
Botswana,BWA,2020-10-20,24
Botswana,BWA,2020-10-21,24.857
Botswana,BWA,2020-10-22,26.571
Botswana,BWA,2020-10-23,29.143
Botswana,BWA,2020-10-24,32.143
Botswana,BWA,2020-10-25,35.714
Botswana,BWA,2020-10-26,38.714
Botswana,BWA,2020-10-27,41
Botswana,BWA,2020-10-28,44
Botswana,BWA,2020-10-29,46
Botswana,BWA,2020-10-30,47.286
Botswana,BWA,2020-10-31,48.143
Botswana,BWA,2020-11-01,48.429
Botswana,BWA,2020-11-02,48.429
Botswana,BWA,2020-11-03,47.571
Botswana,BWA,2020-11-04,45.714
Botswana,BWA,2020-11-05,43.857
Botswana,BWA,2020-11-06,41.571
Botswana,BWA,2020-11-07,39.286
Botswana,BWA,2020-11-08,37
Botswana,BWA,2020-11-09,35.286
Botswana,BWA,2020-11-10,34.143
Botswana,BWA,2020-11-11,33.571
Botswana,BWA,2020-11-12,32.857
Botswana,BWA,2020-11-13,32.143
Botswana,BWA,2020-11-14,30.857
Botswana,BWA,2020-11-15,29.857
Botswana,BWA,2020-11-16,29
Botswana,BWA,2020-11-17,28
Botswana,BWA,2020-11-18,27.286
Botswana,BWA,2020-11-19,27.429
Botswana,BWA,2020-11-20,28.571
Botswana,BWA,2020-11-21,30.286
Botswana,BWA,2020-11-22,31.857
Botswana,BWA,2020-11-23,33.286
Botswana,BWA,2020-11-24,36.286
Brazil,BRA,2020-02-17,2.333
Brazil,BRA,2020-02-18,1.5
Brazil,BRA,2020-02-19,0.8
Brazil,BRA,2020-02-20,1.833
Brazil,BRA,2020-02-21,3
Brazil,BRA,2020-02-22,3.286
Brazil,BRA,2020-02-23,3.857
Brazil,BRA,2020-02-24,2.857
Brazil,BRA,2020-02-25,-1.143
Brazil,BRA,2020-02-26,-2.429
Brazil,BRA,2020-02-27,-3.143
Brazil,BRA,2020-02-28,-4.143
Brazil,BRA,2020-02-29,-4.286
Brazil,BRA,2020-03-01,-4.857
Brazil,BRA,2020-03-02,-3.714
Brazil,BRA,2020-03-03,0.714
Brazil,BRA,2020-03-04,2.571
Brazil,BRA,2020-03-05,3.286
Brazil,BRA,2020-03-06,4.429
Brazil,BRA,2020-03-07,5.571
Brazil,BRA,2020-03-08,6.714
Brazil,BRA,2020-03-09,7.286
Brazil,BRA,2020-03-10,7.714
Brazil,BRA,2020-03-11,7.714
Brazil,BRA,2020-03-12,7.286
Brazil,BRA,2020-03-13,6.714
Brazil,BRA,2020-03-14,5.857
Brazil,BRA,2020-03-15,5.286
Brazil,BRA,2020-03-16,5.429
Brazil,BRA,2020-03-17,5.714
Brazil,BRA,2020-03-18,6.143
Brazil,BRA,2020-03-19,5.857
Brazil,BRA,2020-03-20,4.857
Brazil,BRA,2020-03-21,1.571
Brazil,BRA,2020-03-22,-4.143
Brazil,BRA,2020-03-23,-8.714
Brazil,BRA,2020-03-24,-14.429
Brazil,BRA,2020-03-25,-19.714
Brazil,BRA,2020-03-26,-24.143
Brazil,BRA,2020-03-27,-27.857
Brazil,BRA,2020-03-28,-29.429
Brazil,BRA,2020-03-29,-29.714
Brazil,BRA,2020-03-30,-29.714
Brazil,BRA,2020-03-31,-28
Brazil,BRA,2020-04-01,-26.143
Brazil,BRA,2020-04-02,-24.429
Brazil,BRA,2020-04-03,-22.714
Brazil,BRA,2020-04-04,-20.714
Brazil,BRA,2020-04-05,-19.143
Brazil,BRA,2020-04-06,-17.429
Brazil,BRA,2020-04-07,-15.571
Brazil,BRA,2020-04-08,-13.857
Brazil,BRA,2020-04-09,-9.857
Brazil,BRA,2020-04-10,-13.286
Brazil,BRA,2020-04-11,-12.143
Brazil,BRA,2020-04-12,-12.286
Brazil,BRA,2020-04-13,-13
Brazil,BRA,2020-04-14,-14.714
Brazil,BRA,2020-04-15,-16.143
Brazil,BRA,2020-04-16,-19.714
Brazil,BRA,2020-04-17,-15.857
Brazil,BRA,2020-04-18,-17.286
Brazil,BRA,2020-04-19,-17
Brazil,BRA,2020-04-20,-15.857
Brazil,BRA,2020-04-21,-18.286
Brazil,BRA,2020-04-22,-18
Brazil,BRA,2020-04-23,-18.429
Brazil,BRA,2020-04-24,-18.857
Brazil,BRA,2020-04-25,-18.714
Brazil,BRA,2020-04-26,-18.571
Brazil,BRA,2020-04-27,-19.714
Brazil,BRA,2020-04-28,-16.714
Brazil,BRA,2020-04-29,-16.714
Brazil,BRA,2020-04-30,-13.857
Brazil,BRA,2020-05-01,-16.571
Brazil,BRA,2020-05-02,-15.571
Brazil,BRA,2020-05-03,-15.429
Brazil,BRA,2020-05-04,-14.143
Brazil,BRA,2020-05-05,-12.857
Brazil,BRA,2020-05-06,-11.571
Brazil,BRA,2020-05-07,-11.857
Brazil,BRA,2020-05-08,-6.143
Brazil,BRA,2020-05-09,-3.714
Brazil,BRA,2020-05-10,-1.286
Brazil,BRA,2020-05-11,-1.429
Brazil,BRA,2020-05-12,-2
Brazil,BRA,2020-05-13,-3.143
Brazil,BRA,2020-05-14,-5
Brazil,BRA,2020-05-15,-7
Brazil,BRA,2020-05-16,-9.571
Brazil,BRA,2020-05-17,-11.429
Brazil,BRA,2020-05-18,-11.714
Brazil,BRA,2020-05-19,-12
Brazil,BRA,2020-05-20,-11.143
Brazil,BRA,2020-05-21,-10.429
Brazil,BRA,2020-05-22,-10.286
Brazil,BRA,2020-05-23,-10.143
Brazil,BRA,2020-05-24,-10.286
Brazil,BRA,2020-05-25,-10.143
Brazil,BRA,2020-05-26,-9.571
Brazil,BRA,2020-05-27,-9.571
Brazil,BRA,2020-05-28,-9.143
Brazil,BRA,2020-05-29,-7.857
Brazil,BRA,2020-05-30,-6.571
Brazil,BRA,2020-05-31,-5.286
Brazil,BRA,2020-06-01,-4
Brazil,BRA,2020-06-02,-3.286
Brazil,BRA,2020-06-03,-2.571
Brazil,BRA,2020-06-04,-2
Brazil,BRA,2020-06-05,-1.143
Brazil,BRA,2020-06-06,-0.286
Brazil,BRA,2020-06-07,0.286
Brazil,BRA,2020-06-08,0.857
Brazil,BRA,2020-06-09,1.143
Brazil,BRA,2020-06-10,2.286
Brazil,BRA,2020-06-11,0.429
Brazil,BRA,2020-06-12,1.143
Brazil,BRA,2020-06-13,-0.286
Brazil,BRA,2020-06-14,-1.286
Brazil,BRA,2020-06-15,-2
Brazil,BRA,2020-06-16,-2.286
Brazil,BRA,2020-06-17,-3.571
Brazil,BRA,2020-06-18,-2.143
Brazil,BRA,2020-06-19,-4
Brazil,BRA,2020-06-20,-3.429
Brazil,BRA,2020-06-21,-2.857
Brazil,BRA,2020-06-22,-3
Brazil,BRA,2020-06-23,-2.714
Brazil,BRA,2020-06-24,-3.286
Brazil,BRA,2020-06-25,-3.286
Brazil,BRA,2020-06-26,-3.286
Brazil,BRA,2020-06-27,-4
Brazil,BRA,2020-06-28,-4.571
Brazil,BRA,2020-06-29,-4.714
Brazil,BRA,2020-06-30,-4.143
Brazil,BRA,2020-07-01,-2.429
Brazil,BRA,2020-07-02,-0.857
Brazil,BRA,2020-07-03,0.571
Brazil,BRA,2020-07-04,2.714
Brazil,BRA,2020-07-05,3.857
Brazil,BRA,2020-07-06,5.714
Brazil,BRA,2020-07-07,6.714
Brazil,BRA,2020-07-08,7
Brazil,BRA,2020-07-09,7
Brazil,BRA,2020-07-10,7.143
Brazil,BRA,2020-07-11,6.571
Brazil,BRA,2020-07-12,6.286
Brazil,BRA,2020-07-13,5.286
Brazil,BRA,2020-07-14,3.857
Brazil,BRA,2020-07-15,3.286
Brazil,BRA,2020-07-16,2.714
Brazil,BRA,2020-07-17,2
Brazil,BRA,2020-07-18,1.857
Brazil,BRA,2020-07-19,2
Brazil,BRA,2020-07-20,2.429
Brazil,BRA,2020-07-21,2.857
Brazil,BRA,2020-07-22,2.857
Brazil,BRA,2020-07-23,2.857
Brazil,BRA,2020-07-24,3
Brazil,BRA,2020-07-25,3
Brazil,BRA,2020-07-26,2.857
Brazil,BRA,2020-07-27,2.571
Brazil,BRA,2020-07-28,2.429
Brazil,BRA,2020-07-29,2.286
Brazil,BRA,2020-07-30,2.429
Brazil,BRA,2020-07-31,3.429
Brazil,BRA,2020-08-01,4.714
Brazil,BRA,2020-08-02,5.714
Brazil,BRA,2020-08-03,6.714
Brazil,BRA,2020-08-04,7.857
Brazil,BRA,2020-08-05,9.286
Brazil,BRA,2020-08-06,11
Brazil,BRA,2020-08-07,12
Brazil,BRA,2020-08-08,13.429
Brazil,BRA,2020-08-09,14.571
Brazil,BRA,2020-08-10,14.571
Brazil,BRA,2020-08-11,14.286
Brazil,BRA,2020-08-12,13.429
Brazil,BRA,2020-08-13,12.143
Brazil,BRA,2020-08-14,10.714
Brazil,BRA,2020-08-15,8.429
Brazil,BRA,2020-08-16,6.714
Brazil,BRA,2020-08-17,6
Brazil,BRA,2020-08-18,5.286
Brazil,BRA,2020-08-19,5
Brazil,BRA,2020-08-20,4.714
Brazil,BRA,2020-08-21,3.857
Brazil,BRA,2020-08-22,3.571
Brazil,BRA,2020-08-23,3.857
Brazil,BRA,2020-08-24,4
Brazil,BRA,2020-08-25,4.571
Brazil,BRA,2020-08-26,5
Brazil,BRA,2020-08-27,5.286
Brazil,BRA,2020-08-28,6.286
Brazil,BRA,2020-08-29,7
Brazil,BRA,2020-08-30,7.714
Brazil,BRA,2020-08-31,8.143
Brazil,BRA,2020-09-01,8.857
Brazil,BRA,2020-09-02,9.571
Brazil,BRA,2020-09-03,10.429
Brazil,BRA,2020-09-04,11.857
Brazil,BRA,2020-09-05,13.429
Brazil,BRA,2020-09-06,15
Brazil,BRA,2020-09-07,11.857
Brazil,BRA,2020-09-08,12.429
Brazil,BRA,2020-09-09,12.714
Brazil,BRA,2020-09-10,13.143
Brazil,BRA,2020-09-11,12.286
Brazil,BRA,2020-09-12,11.286
Brazil,BRA,2020-09-13,10.286
Brazil,BRA,2020-09-14,13.571
Brazil,BRA,2020-09-15,13
Brazil,BRA,2020-09-16,12
Brazil,BRA,2020-09-17,11
Brazil,BRA,2020-09-18,10.571
Brazil,BRA,2020-09-19,10.286
Brazil,BRA,2020-09-20,9.714
Brazil,BRA,2020-09-21,9.286
Brazil,BRA,2020-09-22,8.143
Brazil,BRA,2020-09-23,8.286
Brazil,BRA,2020-09-24,8.143
Brazil,BRA,2020-09-25,8.286
Brazil,BRA,2020-09-26,8.143
Brazil,BRA,2020-09-27,8.143
Brazil,BRA,2020-09-28,8.143
Brazil,BRA,2020-09-29,9
Brazil,BRA,2020-09-30,10
Brazil,BRA,2020-10-01,11.571
Brazil,BRA,2020-10-02,12.429
Brazil,BRA,2020-10-03,13.286
Brazil,BRA,2020-10-04,14.143
Brazil,BRA,2020-10-05,15.429
Brazil,BRA,2020-10-06,16.857
Brazil,BRA,2020-10-07,17.714
Brazil,BRA,2020-10-08,18
Brazil,BRA,2020-10-09,18
Brazil,BRA,2020-10-10,19
Brazil,BRA,2020-10-11,20.429
Brazil,BRA,2020-10-12,17.429
Brazil,BRA,2020-10-13,16.857
Brazil,BRA,2020-10-14,16
Brazil,BRA,2020-10-15,15.714
Brazil,BRA,2020-10-16,15.571
Brazil,BRA,2020-10-17,14.571
Brazil,BRA,2020-10-18,13.286
Brazil,BRA,2020-10-19,14.714
Brazil,BRA,2020-10-20,14.714
Brazil,BRA,2020-10-21,14.857
Brazil,BRA,2020-10-22,14.571
Brazil,BRA,2020-10-23,14.571
Brazil,BRA,2020-10-24,14.286
Brazil,BRA,2020-10-25,14.429
Brazil,BRA,2020-10-26,15.714
Brazil,BRA,2020-10-27,15.571
Brazil,BRA,2020-10-28,15.286
Brazil,BRA,2020-10-29,15
Brazil,BRA,2020-10-30,15.143
Brazil,BRA,2020-10-31,15.857
Brazil,BRA,2020-11-01,16.857
Brazil,BRA,2020-11-02,13.286
Brazil,BRA,2020-11-03,13.571
Brazil,BRA,2020-11-04,14
Brazil,BRA,2020-11-05,14.857
Brazil,BRA,2020-11-06,15.571
Brazil,BRA,2020-11-07,16.143
Brazil,BRA,2020-11-08,16.143
Brazil,BRA,2020-11-09,20.429
Brazil,BRA,2020-11-10,20.857
Brazil,BRA,2020-11-11,20.571
Brazil,BRA,2020-11-12,20.143
Brazil,BRA,2020-11-13,19.429
Brazil,BRA,2020-11-14,18.857
Brazil,BRA,2020-11-15,22.429
Brazil,BRA,2020-11-16,21.571
Brazil,BRA,2020-11-17,20.571
Brazil,BRA,2020-11-18,19.857
Brazil,BRA,2020-11-19,19.571
Brazil,BRA,2020-11-20,19.286
Brazil,BRA,2020-11-21,18.857
Brazil,BRA,2020-11-22,14.286
Brazil,BRA,2020-11-23,14.429
Brazil,BRA,2020-11-24,14.571
Bulgaria,BGR,2020-02-17,4
Bulgaria,BGR,2020-02-18,4
Bulgaria,BGR,2020-02-19,3.6
Bulgaria,BGR,2020-02-20,2.833
Bulgaria,BGR,2020-02-21,3
Bulgaria,BGR,2020-02-22,2.857
Bulgaria,BGR,2020-02-23,2.286
Bulgaria,BGR,2020-02-24,1.571
Bulgaria,BGR,2020-02-25,1.571
Bulgaria,BGR,2020-02-26,2.286
Bulgaria,BGR,2020-02-27,3
Bulgaria,BGR,2020-02-28,3.143
Bulgaria,BGR,2020-02-29,4.571
Bulgaria,BGR,2020-03-01,5.286
Bulgaria,BGR,2020-03-02,6.286
Bulgaria,BGR,2020-03-03,5.429
Bulgaria,BGR,2020-03-04,4.429
Bulgaria,BGR,2020-03-05,4.571
Bulgaria,BGR,2020-03-06,4.571
Bulgaria,BGR,2020-03-07,4.286
Bulgaria,BGR,2020-03-08,5
Bulgaria,BGR,2020-03-09,4.714
Bulgaria,BGR,2020-03-10,5.429
Bulgaria,BGR,2020-03-11,6.714
Bulgaria,BGR,2020-03-12,7.571
Bulgaria,BGR,2020-03-13,10.286
Bulgaria,BGR,2020-03-14,9.143
Bulgaria,BGR,2020-03-15,3.714
Bulgaria,BGR,2020-03-16,0.429
Bulgaria,BGR,2020-03-17,-3.429
Bulgaria,BGR,2020-03-18,-8.286
Bulgaria,BGR,2020-03-19,-13.571
Bulgaria,BGR,2020-03-20,-20.571
Bulgaria,BGR,2020-03-21,-25.286
Bulgaria,BGR,2020-03-22,-27.429
Bulgaria,BGR,2020-03-23,-30.143
Bulgaria,BGR,2020-03-24,-32.286
Bulgaria,BGR,2020-03-25,-33.429
Bulgaria,BGR,2020-03-26,-34.286
Bulgaria,BGR,2020-03-27,-34.857
Bulgaria,BGR,2020-03-28,-34.571
Bulgaria,BGR,2020-03-29,-34
Bulgaria,BGR,2020-03-30,-32.714
Bulgaria,BGR,2020-03-31,-31.429
Bulgaria,BGR,2020-04-01,-31.571
Bulgaria,BGR,2020-04-02,-31.286
Bulgaria,BGR,2020-04-03,-30.714
Bulgaria,BGR,2020-04-04,-31.143
Bulgaria,BGR,2020-04-05,-31.286
Bulgaria,BGR,2020-04-06,-30.857
Bulgaria,BGR,2020-04-07,-29.286
Bulgaria,BGR,2020-04-08,-27.143
Bulgaria,BGR,2020-04-09,-25.286
Bulgaria,BGR,2020-04-10,-23.857
Bulgaria,BGR,2020-04-11,-21.571
Bulgaria,BGR,2020-04-12,-19.857
Bulgaria,BGR,2020-04-13,-18.714
Bulgaria,BGR,2020-04-14,-18.286
Bulgaria,BGR,2020-04-15,-17
Bulgaria,BGR,2020-04-16,-14.857
Bulgaria,BGR,2020-04-17,-15.429
Bulgaria,BGR,2020-04-18,-17.714
Bulgaria,BGR,2020-04-19,-21.429
Bulgaria,BGR,2020-04-20,-25.286
Bulgaria,BGR,2020-04-21,-27
Bulgaria,BGR,2020-04-22,-28.429
Bulgaria,BGR,2020-04-23,-30.714
Bulgaria,BGR,2020-04-24,-30.571
Bulgaria,BGR,2020-04-25,-28.429
Bulgaria,BGR,2020-04-26,-24.714
Bulgaria,BGR,2020-04-27,-20.714
Bulgaria,BGR,2020-04-28,-19
Bulgaria,BGR,2020-04-29,-18.286
Bulgaria,BGR,2020-04-30,-16.857
Bulgaria,BGR,2020-05-01,-16.857
Bulgaria,BGR,2020-05-02,-17.429
Bulgaria,BGR,2020-05-03,-17.714
Bulgaria,BGR,2020-05-04,-17.429
Bulgaria,BGR,2020-05-05,-15.429
Bulgaria,BGR,2020-05-06,-16.429
Bulgaria,BGR,2020-05-07,-16.571
Bulgaria,BGR,2020-05-08,-14.857
Bulgaria,BGR,2020-05-09,-13
Bulgaria,BGR,2020-05-10,-10.857
Bulgaria,BGR,2020-05-11,-9.571
Bulgaria,BGR,2020-05-12,-10.143
Bulgaria,BGR,2020-05-13,-7.714
Bulgaria,BGR,2020-05-14,-6.857
Bulgaria,BGR,2020-05-15,-6.429
Bulgaria,BGR,2020-05-16,-5.857
Bulgaria,BGR,2020-05-17,-5.429
Bulgaria,BGR,2020-05-18,-5.143
Bulgaria,BGR,2020-05-19,-5
Bulgaria,BGR,2020-05-20,-4.571
Bulgaria,BGR,2020-05-21,-4.857
Bulgaria,BGR,2020-05-22,-4.571
Bulgaria,BGR,2020-05-23,-4.429
Bulgaria,BGR,2020-05-24,-4.714
Bulgaria,BGR,2020-05-25,-5.857
Bulgaria,BGR,2020-05-26,-6.143
Bulgaria,BGR,2020-05-27,-6.571
Bulgaria,BGR,2020-05-28,-6.286
Bulgaria,BGR,2020-05-29,-6.714
Bulgaria,BGR,2020-05-30,-6.429
Bulgaria,BGR,2020-05-31,-5.571
Bulgaria,BGR,2020-06-01,-3.857
Bulgaria,BGR,2020-06-02,-3.714
Bulgaria,BGR,2020-06-03,-3
Bulgaria,BGR,2020-06-04,-2.429
Bulgaria,BGR,2020-06-05,-1.714
Bulgaria,BGR,2020-06-06,-2
Bulgaria,BGR,2020-06-07,-2.429
Bulgaria,BGR,2020-06-08,-2.429
Bulgaria,BGR,2020-06-09,-2.143
Bulgaria,BGR,2020-06-10,-2.286
Bulgaria,BGR,2020-06-11,-2.429
Bulgaria,BGR,2020-06-12,-2.714
Bulgaria,BGR,2020-06-13,-2.571
Bulgaria,BGR,2020-06-14,-2.286
Bulgaria,BGR,2020-06-15,-2.286
Bulgaria,BGR,2020-06-16,-1.714
Bulgaria,BGR,2020-06-17,-1.429
Bulgaria,BGR,2020-06-18,-1
Bulgaria,BGR,2020-06-19,-0.857
Bulgaria,BGR,2020-06-20,-1
Bulgaria,BGR,2020-06-21,-0.714
Bulgaria,BGR,2020-06-22,-0.857
Bulgaria,BGR,2020-06-23,-1.429
Bulgaria,BGR,2020-06-24,-1.286
Bulgaria,BGR,2020-06-25,-1.429
Bulgaria,BGR,2020-06-26,-1.429
Bulgaria,BGR,2020-06-27,-1.714
Bulgaria,BGR,2020-06-28,-2.143
Bulgaria,BGR,2020-06-29,-1.714
Bulgaria,BGR,2020-06-30,-0.857
Bulgaria,BGR,2020-07-01,-0.857
Bulgaria,BGR,2020-07-02,-0.714
Bulgaria,BGR,2020-07-03,-0.857
Bulgaria,BGR,2020-07-04,-0.714
Bulgaria,BGR,2020-07-05,-0.571
Bulgaria,BGR,2020-07-06,-1
Bulgaria,BGR,2020-07-07,-1
Bulgaria,BGR,2020-07-08,-0.571
Bulgaria,BGR,2020-07-09,-0.571
Bulgaria,BGR,2020-07-10,-0.286
Bulgaria,BGR,2020-07-11,-0.429
Bulgaria,BGR,2020-07-12,-0.429
Bulgaria,BGR,2020-07-13,0
Bulgaria,BGR,2020-07-14,-0.286
Bulgaria,BGR,2020-07-15,-0.429
Bulgaria,BGR,2020-07-16,-0.286
Bulgaria,BGR,2020-07-17,-0.429
Bulgaria,BGR,2020-07-18,-0.571
Bulgaria,BGR,2020-07-19,-0.286
Bulgaria,BGR,2020-07-20,-0.143
Bulgaria,BGR,2020-07-21,-0.143
Bulgaria,BGR,2020-07-22,-0.571
Bulgaria,BGR,2020-07-23,-0.714
Bulgaria,BGR,2020-07-24,-0.714
Bulgaria,BGR,2020-07-25,-0.571
Bulgaria,BGR,2020-07-26,-0.571
Bulgaria,BGR,2020-07-27,-0.857
Bulgaria,BGR,2020-07-28,-0.714
Bulgaria,BGR,2020-07-29,-0.714
Bulgaria,BGR,2020-07-30,-0.714
Bulgaria,BGR,2020-07-31,-0.857
Bulgaria,BGR,2020-08-01,-0.571
Bulgaria,BGR,2020-08-02,-0.143
Bulgaria,BGR,2020-08-03,0.429
Bulgaria,BGR,2020-08-04,0.857
Bulgaria,BGR,2020-08-05,1.143
Bulgaria,BGR,2020-08-06,1.714
Bulgaria,BGR,2020-08-07,2.429
Bulgaria,BGR,2020-08-08,2.571
Bulgaria,BGR,2020-08-09,2.714
Bulgaria,BGR,2020-08-10,3.286
Bulgaria,BGR,2020-08-11,3.429
Bulgaria,BGR,2020-08-12,3.714
Bulgaria,BGR,2020-08-13,3.714
Bulgaria,BGR,2020-08-14,3.714
Bulgaria,BGR,2020-08-15,3.857
Bulgaria,BGR,2020-08-16,3.857
Bulgaria,BGR,2020-08-17,3.429
Bulgaria,BGR,2020-08-18,3.143
Bulgaria,BGR,2020-08-19,3
Bulgaria,BGR,2020-08-20,2.714
Bulgaria,BGR,2020-08-21,2.286
Bulgaria,BGR,2020-08-22,1.714
Bulgaria,BGR,2020-08-23,1.143
Bulgaria,BGR,2020-08-24,0.571
Bulgaria,BGR,2020-08-25,0.286
Bulgaria,BGR,2020-08-26,0.429
Bulgaria,BGR,2020-08-27,0.429
Bulgaria,BGR,2020-08-28,0.429
Bulgaria,BGR,2020-08-29,0.429
Bulgaria,BGR,2020-08-30,0.429
Bulgaria,BGR,2020-08-31,0.429
Bulgaria,BGR,2020-09-01,0.714
Bulgaria,BGR,2020-09-02,0.286
Bulgaria,BGR,2020-09-03,0.286
Bulgaria,BGR,2020-09-04,0.571
Bulgaria,BGR,2020-09-05,1
Bulgaria,BGR,2020-09-06,1
Bulgaria,BGR,2020-09-07,-0.286
Bulgaria,BGR,2020-09-08,0.571
Bulgaria,BGR,2020-09-09,1.429
Bulgaria,BGR,2020-09-10,2
Bulgaria,BGR,2020-09-11,2.429
Bulgaria,BGR,2020-09-12,3
Bulgaria,BGR,2020-09-13,4.143
Bulgaria,BGR,2020-09-14,6.714
Bulgaria,BGR,2020-09-15,7.286
Bulgaria,BGR,2020-09-16,7.429
Bulgaria,BGR,2020-09-17,7.286
Bulgaria,BGR,2020-09-18,7.143
Bulgaria,BGR,2020-09-19,7
Bulgaria,BGR,2020-09-20,6.571
Bulgaria,BGR,2020-09-21,6
Bulgaria,BGR,2020-09-22,4
Bulgaria,BGR,2020-09-23,4
Bulgaria,BGR,2020-09-24,4.143
Bulgaria,BGR,2020-09-25,4.429
Bulgaria,BGR,2020-09-26,4.143
Bulgaria,BGR,2020-09-27,4.571
Bulgaria,BGR,2020-09-28,4.571
Bulgaria,BGR,2020-09-29,5.571
Bulgaria,BGR,2020-09-30,5.714
Bulgaria,BGR,2020-10-01,6.143
Bulgaria,BGR,2020-10-02,6.429
Bulgaria,BGR,2020-10-03,7.143
Bulgaria,BGR,2020-10-04,6.714
Bulgaria,BGR,2020-10-05,6.714
Bulgaria,BGR,2020-10-06,6.714
Bulgaria,BGR,2020-10-07,7.286
Bulgaria,BGR,2020-10-08,6.286
Bulgaria,BGR,2020-10-09,6
Bulgaria,BGR,2020-10-10,6.286
Bulgaria,BGR,2020-10-11,6.429
Bulgaria,BGR,2020-10-12,6.714
Bulgaria,BGR,2020-10-13,6.429
Bulgaria,BGR,2020-10-14,6
Bulgaria,BGR,2020-10-15,7
Bulgaria,BGR,2020-10-16,7.286
Bulgaria,BGR,2020-10-17,7.286
Bulgaria,BGR,2020-10-18,7.286
Bulgaria,BGR,2020-10-19,7
Bulgaria,BGR,2020-10-20,7.429
Bulgaria,BGR,2020-10-21,7.286
Bulgaria,BGR,2020-10-22,7.143
Bulgaria,BGR,2020-10-23,7.143
Bulgaria,BGR,2020-10-24,6.714
Bulgaria,BGR,2020-10-25,6.286
Bulgaria,BGR,2020-10-26,6.429
Bulgaria,BGR,2020-10-27,6.143
Bulgaria,BGR,2020-10-28,5.571
Bulgaria,BGR,2020-10-29,4.857
Bulgaria,BGR,2020-10-30,3.857
Bulgaria,BGR,2020-10-31,3.429
Bulgaria,BGR,2020-11-01,3.286
Bulgaria,BGR,2020-11-02,2.286
Bulgaria,BGR,2020-11-03,1.571
Bulgaria,BGR,2020-11-04,0.857
Bulgaria,BGR,2020-11-05,0.714
Bulgaria,BGR,2020-11-06,1
Bulgaria,BGR,2020-11-07,1
Bulgaria,BGR,2020-11-08,0.714
Bulgaria,BGR,2020-11-09,0.857
Bulgaria,BGR,2020-11-10,1.286
Bulgaria,BGR,2020-11-11,1.571
Bulgaria,BGR,2020-11-12,1.286
Bulgaria,BGR,2020-11-13,0.571
Bulgaria,BGR,2020-11-14,0.143
Bulgaria,BGR,2020-11-15,0
Bulgaria,BGR,2020-11-16,-0.571
Bulgaria,BGR,2020-11-17,-1.286
Bulgaria,BGR,2020-11-18,-2.286
Bulgaria,BGR,2020-11-19,-2.857
Bulgaria,BGR,2020-11-20,-3
Bulgaria,BGR,2020-11-21,-3.429
Bulgaria,BGR,2020-11-22,-3.714
Bulgaria,BGR,2020-11-23,-4
Bulgaria,BGR,2020-11-24,-4.143
Burkina Faso,BFA,2020-02-17,0.667
Burkina Faso,BFA,2020-02-18,0.75
Burkina Faso,BFA,2020-02-19,0.4
Burkina Faso,BFA,2020-02-20,0
Burkina Faso,BFA,2020-02-21,-0.143
Burkina Faso,BFA,2020-02-22,-0.429
Burkina Faso,BFA,2020-02-23,-0.857
Burkina Faso,BFA,2020-02-24,-0.857
Burkina Faso,BFA,2020-02-25,-0.571
Burkina Faso,BFA,2020-02-26,0
Burkina Faso,BFA,2020-02-27,0.286
Burkina Faso,BFA,2020-02-28,0.286
Burkina Faso,BFA,2020-02-29,0.571
Burkina Faso,BFA,2020-03-01,1.286
Burkina Faso,BFA,2020-03-02,1.571
Burkina Faso,BFA,2020-03-03,1.571
Burkina Faso,BFA,2020-03-04,1.571
Burkina Faso,BFA,2020-03-05,1.571
Burkina Faso,BFA,2020-03-06,1.714
Burkina Faso,BFA,2020-03-07,1.714
Burkina Faso,BFA,2020-03-08,1.714
Burkina Faso,BFA,2020-03-09,0.857
Burkina Faso,BFA,2020-03-10,0.714
Burkina Faso,BFA,2020-03-11,0.429
Burkina Faso,BFA,2020-03-12,0.143
Burkina Faso,BFA,2020-03-13,-0.429
Burkina Faso,BFA,2020-03-14,-1.143
Burkina Faso,BFA,2020-03-15,-1.857
Burkina Faso,BFA,2020-03-16,-1.429
Burkina Faso,BFA,2020-03-17,-1.714
Burkina Faso,BFA,2020-03-18,-1.857
Burkina Faso,BFA,2020-03-19,-2.143
Burkina Faso,BFA,2020-03-20,-2.571
Burkina Faso,BFA,2020-03-21,-4.571
Burkina Faso,BFA,2020-03-22,-7.143
Burkina Faso,BFA,2020-03-23,-8.857
Burkina Faso,BFA,2020-03-24,-10.286
Burkina Faso,BFA,2020-03-25,-12.286
Burkina Faso,BFA,2020-03-26,-14.286
Burkina Faso,BFA,2020-03-27,-16.714
Burkina Faso,BFA,2020-03-28,-18
Burkina Faso,BFA,2020-03-29,-18.857
Burkina Faso,BFA,2020-03-30,-20.286
Burkina Faso,BFA,2020-03-31,-21.857
Burkina Faso,BFA,2020-04-01,-23
Burkina Faso,BFA,2020-04-02,-23.571
Burkina Faso,BFA,2020-04-03,-23.714
Burkina Faso,BFA,2020-04-04,-23.571
Burkina Faso,BFA,2020-04-05,-23.571
Burkina Faso,BFA,2020-04-06,-23.429
Burkina Faso,BFA,2020-04-07,-23.286
Burkina Faso,BFA,2020-04-08,-23.286
