Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Sweden,Consumer Confidence,2013-12-31T00:00:00,105.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2014-01-31T00:00:00,102.7,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2014-02-28T00:00:00,100.9,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2014-03-31T00:00:00,99.6,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2014-04-30T00:00:00,100.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2014-05-31T00:00:00,102.4,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2014-06-30T00:00:00,102.3,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2014-07-31T00:00:00,101.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2014-08-31T00:00:00,98.2,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2014-09-30T00:00:00,103.4,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2014-10-31T00:00:00,97.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2014-11-30T00:00:00,96.3,Monthly,SWECCI,2020-06-24T08:17:00
Sweden,Consumer Confidence,2014-12-31T00:00:00,98.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2015-01-31T00:00:00,98.8,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-02-28T00:00:00,97.4,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2015-03-31T00:00:00,100.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-04-30T00:00:00,98.3,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2015-05-31T00:00:00,100.4,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-06-30T00:00:00,98.8,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-07-31T00:00:00,99,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2015-08-31T00:00:00,103.9,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-09-30T00:00:00,98.7,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2015-10-31T00:00:00,97.7,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2015-11-30T00:00:00,94.1,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2015-12-31T00:00:00,98.6,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2016-01-31T00:00:00,96.9,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2016-02-29T00:00:00,97.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2016-03-31T00:00:00,99.6,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2016-04-30T00:00:00,97.4,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2016-05-31T00:00:00,97.4,Monthly,SWECCI,2020-06-24T08:17:00
Sweden,Consumer Confidence,2016-06-30T00:00:00,100.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2016-07-31T00:00:00,97.7,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2016-08-31T00:00:00,97.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2016-09-30T00:00:00,102,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2016-10-31T00:00:00,103.8,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2016-11-30T00:00:00,103.8,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2016-12-31T00:00:00,101.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2017-01-31T00:00:00,103.5,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2017-02-28T00:00:00,104,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2017-03-31T00:00:00,103.4,Monthly,SWECCI,2020-06-24T08:17:00
Sweden,Consumer Confidence,2017-04-30T00:00:00,104.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2017-05-31T00:00:00,108.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2017-06-30T00:00:00,105.1,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2017-07-31T00:00:00,103.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2017-08-31T00:00:00,102.7,Monthly,SWECCI,2020-06-24T08:17:00
Sweden,Consumer Confidence,2017-09-30T00:00:00,102.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2017-10-31T00:00:00,105.8,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2017-11-30T00:00:00,107.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2017-12-31T00:00:00,106.2,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2018-01-31T00:00:00,106.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-02-28T00:00:00,104.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2018-03-31T00:00:00,102.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-04-30T00:00:00,101.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-05-31T00:00:00,101.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-06-30T00:00:00,99.9,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-07-31T00:00:00,99.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2018-08-31T00:00:00,103.8,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-09-30T00:00:00,104.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2018-10-31T00:00:00,98.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2018-11-30T00:00:00,96.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2018-12-31T00:00:00,95.6,Monthly,SWECCI,2020-06-24T08:17:00
Sweden,Consumer Confidence,2019-01-31T00:00:00,92.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-02-28T00:00:00,94,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2019-03-31T00:00:00,95.2,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-04-30T00:00:00,97.4,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-05-31T00:00:00,94,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-06-30T00:00:00,95.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-07-31T00:00:00,97.7,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-08-31T00:00:00,94.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-09-30T00:00:00,90.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-10-31T00:00:00,93.2,Monthly,SWECCI,2020-10-28T08:24:00
Sweden,Consumer Confidence,2019-11-30T00:00:00,92.7,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2019-12-31T00:00:00,95,Monthly,SWECCI,2020-10-28T08:24:00
Sweden,Consumer Confidence,2020-01-31T00:00:00,92.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2020-02-29T00:00:00,99.6,Monthly,SWECCI,2020-10-28T08:24:00
Sweden,Consumer Confidence,2020-03-31T00:00:00,89.4,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2020-04-30T00:00:00,75.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2020-05-31T00:00:00,78.3,Monthly,SWECCI,2020-10-28T08:24:00
Sweden,Consumer Confidence,2020-06-30T00:00:00,84.4,Monthly,SWECCI,2020-10-28T08:19:00
Sweden,Consumer Confidence,2020-07-31T00:00:00,84.8,Monthly,SWECCI,2020-10-28T08:19:00
Sweden,Consumer Confidence,2020-08-31T00:00:00,85.8,Monthly,SWECCI,2020-10-28T08:19:00
Sweden,Consumer Confidence,2020-09-30T00:00:00,88.4,Monthly,SWECCI,2020-10-28T08:19:00
Sweden,Consumer Confidence,2020-10-31T00:00:00,90,Monthly,SWECCI,2020-10-28T08:00:00
