Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Sweden,Consumer Confidence,2011-04-30T00:00:00,105,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2011-05-31T00:00:00,104.7,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2011-06-30T00:00:00,106.2,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2011-07-31T00:00:00,101.9,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2011-08-31T00:00:00,94.3,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2011-09-30T00:00:00,87.3,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2011-10-31T00:00:00,88.3,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2011-11-30T00:00:00,90.1,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2011-12-31T00:00:00,91.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-01-31T00:00:00,93.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-02-29T00:00:00,92.2,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-03-31T00:00:00,95.4,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-04-30T00:00:00,97.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-05-31T00:00:00,97.2,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-06-30T00:00:00,96.8,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-07-31T00:00:00,97.5,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-08-31T00:00:00,98.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-09-30T00:00:00,95.5,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-10-31T00:00:00,95.4,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2012-11-30T00:00:00,92.1,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2012-12-31T00:00:00,87.8,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2013-01-31T00:00:00,95.2,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2013-02-28T00:00:00,96.3,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2013-03-31T00:00:00,96.6,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2013-04-30T00:00:00,97.5,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2013-05-31T00:00:00,94.8,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2013-06-30T00:00:00,95.5,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2013-07-31T00:00:00,99.9,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2013-08-31T00:00:00,100.4,Monthly,SWECCI,2020-08-27T08:06:00
Sweden,Consumer Confidence,2013-09-30T00:00:00,96.8,Monthly,SWECCI,2020-07-29T09:16:00
Sweden,Consumer Confidence,2013-10-31T00:00:00,101.3,Monthly,SWECCI,2020-09-29T07:41:00
Sweden,Consumer Confidence,2013-11-30T00:00:00,104.4,Monthly,SWECCI,2020-09-29T07:41:00
